티커,종목명,매도거래량,매수거래량,순매수거래량,매도거래대금,매수거래대금,순매수거래대금
044180,KD,3903730,3903730,0,3414826502,3414826502,0
092220,KEC,19583258,19583258,0,43555076275,43555076275,0
151860,KG ETS,6098741,6098741,0,62670350890,62670350890,0
046440,KG모빌리언스,1717271,1717271,0,10347003170,10347003170,0
016380,KG스틸,7441862,7441862,0,61337344570,61337344570,0
035600,KG이니시스,3521666,3521666,0,45141534950,45141534950,0
001390,KG케미칼,1077413,1077413,0,24493067900,24493067900,0
226360,KH 건설,408258987,408258987,0,222911792954,222911792954,0
111870,KH 전자,42474812,42474812,0,13159275402,13159275402,0
033180,KH 필룩스,75542062,75542062,0,78871481014,78871481014,0
